,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,Game ID,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Implied Points,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Pass Att,Pass Cmp,Pass Yds,Pass TD,Pass Int,Pass Lng,Pass Rate,Pass Sk,Pass Sk Yds,Rush Att,Rush Yds,Rush TD,Rush Lng,Rec Tgt,Rec Rec,Rec Yds,Rec TD,Rec Lng,Fmb,FL,2PT,Off Num,Off Pct
531,Virgil Green,TE,2019,2,LAC,DET,9/15/2019,201909150det,A,,10,13,-1,47,24,3,dome,fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,9,0,0,0,57,88%
541,Jesse James,TE,2019,2,DET,LAC,9/15/2019,201909150det,H,,13,10,1,47,23,-3,dome,fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,18,0,7,0,0,0,29,48%
542,Logan Thomas,TE,2019,2,DET,LAC,9/15/2019,201909150det,H,,13,10,1,47,23,-3,dome,fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,7,0,0,0,6,10%
543,TJ Hockenson,TE,2019,2,DET,LAC,9/15/2019,201909150det,H,,13,10,1,47,23,-3,dome,fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,0,7,0,0,0,47,78%
550,Travis Kelce,TE,2019,2,KAN,OAK,9/15/2019,201909150rai,A,,28,10,-7,53.5,30.25,-18,outdoors,grass,"70 degrees, relative humidity 61%, wind 13 mph",70,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,107,1,34,0,0,0,64,85%
554,Blake Bell,TE,2019,2,KAN,OAK,9/15/2019,201909150rai,A,,28,10,-7,53.5,30.25,-18,outdoors,grass,"70 degrees, relative humidity 61%, wind 13 mph",70,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,33%
559,Darren Waller,TE,2019,2,OAK,KAN,9/15/2019,201909150rai,H,,10,28,7,53.5,23.25,18,outdoors,grass,"70 degrees, relative humidity 61%, wind 13 mph",70,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,63,0,16,0,0,0,59,95%
561,Derek Carrier,TE,2019,2,OAK,KAN,9/15/2019,201909150rai,H,,10,28,7,53.5,23.25,18,outdoors,grass,"70 degrees, relative humidity 61%, wind 13 mph",70,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,33,0,25,0,0,0,9,15%
571,Jared Cook,TE,2019,2,NOR,LAR,9/15/2019,201909150ram,A,,9,27,2,52.5,25.25,18,outdoors,grass,"85 degrees, relative humidity 44%, wind 4 mph",85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,25,0,18,0,0,0,43,68%
581,Tyler Higbee,TE,2019,2,LAR,NOR,9/15/2019,201909150ram,H,,27,9,-2,52.5,27.25,-18,outdoors,grass,"85 degrees, relative humidity 44%, wind 4 mph",85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,0,18,0,0,0,23,34%
582,Gerald Everett,TE,2019,2,LAR,NOR,9/15/2019,201909150ram,H,,27,9,-2,52.5,27.25,-18,outdoors,grass,"85 degrees, relative humidity 44%, wind 4 mph",85,4,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,21,0,11,0,0,0,48,72%
592,Ben Braunecker,TE,2019,2,CHI,DEN,9/15/2019,201909150den,A,,16,14,-3,41,22,-2,outdoors,grass,"87 degrees, relative humidity 14%, wind 3 mph",87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,24,0,18,0,0,0,14,23%
593,Adam Shaheen,TE,2019,2,CHI,DEN,9/15/2019,201909150den,A,,16,14,-3,41,22,-2,outdoors,grass,"87 degrees, relative humidity 14%, wind 3 mph",87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,0,9,0,0,0,20,33%
594,Trey Burton,TE,2019,2,CHI,DEN,9/15/2019,201909150den,A,,16,14,-3,41,22,-2,outdoors,grass,"87 degrees, relative humidity 14%, wind 3 mph",87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,5,0,0,0,26,43%
601,Noah Fant,TE,2019,2,DEN,CHI,9/15/2019,201909150den,H,,14,16,3,41,19,2,outdoors,grass,"87 degrees, relative humidity 14%, wind 3 mph",87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,33,0,24,0,0,0,54,66%
602,Jeff Heuerman,TE,2019,2,DEN,CHI,9/15/2019,201909150den,H,,14,16,3,41,19,2,outdoors,grass,"87 degrees, relative humidity 14%, wind 3 mph",87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,21,0,8,0,0,0,38,46%
604,Troy Fumagalli,TE,2019,2,DEN,CHI,9/15/2019,201909150den,H,,14,16,3,41,19,2,outdoors,grass,"87 degrees, relative humidity 14%, wind 3 mph",87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,7,0,0,0,14,17%
611,Zach Ertz,TE,2019,2,PHI,ATL,9/15/2019,201909150atl,A,,20,24,-1,53,27,4,dome,fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,72,0,16,0,0,1,80,100%
621,Austin Hooper,TE,2019,2,ATL,PHI,9/15/2019,201909150atl,H,,24,20,1,53,26,-4,dome,fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,34,0,14,0,0,0,48,76%
623,Luke Stocker,TE,2019,2,ATL,PHI,9/15/2019,201909150atl,H,,24,20,1,53,26,-4,dome,fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,4,1,0,0,27,43%
633,Demetrius Harris,TE,2019,2,CLE,NYJ,9/16/2019,201909160nyj,A,,23,3,-6.5,45.5,26,-20,outdoors,fieldturf ,"72 degrees, relative humidity 69%, wind 3 mph",72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,4,0,0,0,54,78%
634,Pharaoh Brown,TE,2019,2,CLE,NYJ,9/16/2019,201909160nyj,A,,23,3,-6.5,45.5,26,-20,outdoors,fieldturf ,"72 degrees, relative humidity 69%, wind 3 mph",72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,26%
635,David Njoku,TE,2019,2,CLE,NYJ,9/16/2019,201909160nyj,A,,23,3,-6.5,45.5,26,-20,outdoors,fieldturf ,"72 degrees, relative humidity 69%, wind 3 mph",72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,14%
644,Ryan Griffin,TE,2019,2,NYJ,CLE,9/16/2019,201909160nyj,H,,3,23,6.5,45.5,19.5,20,outdoors,fieldturf ,"72 degrees, relative humidity 69%, wind 3 mph",72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61,90%
653,Delanie Walker,TE,2019,3,TEN,JAX,9/19/2019,201909190jax,A,,7,20,-1.5,38,19.75,13,outdoors,grass,"73 degrees, relative humidity 87%, wind 9 mph",73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,64,0,29,0,0,0,46,58%
655,Jonnu Smith,TE,2019,3,TEN,JAX,9/19/2019,201909190jax,A,,7,20,-1.5,38,19.75,13,outdoors,grass,"73 degrees, relative humidity 87%, wind 9 mph",73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,20,0,20,0,0,0,40,51%
663,James O'Shaughnessy,TE,2019,3,JAX,TEN,9/19/2019,201909190jax,H,,20,7,1.5,38,18.25,-13,outdoors,grass,"73 degrees, relative humidity 87%, wind 9 mph",73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,18,1,11,0,0,0,42,78%
664,Geoff Swaim,TE,2019,3,JAX,TEN,9/19/2019,201909190jax,H,,20,7,1.5,38,18.25,-13,outdoors,grass,"73 degrees, relative humidity 87%, wind 9 mph",73,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0,8,0,0,0,21,39%
671,Tyler Eifert,TE,2019,3,CIN,BUF,9/22/2019,201909220buf,A,,17,21,5.5,43.5,19,4,outdoors,astroturf,"83 degrees, relative humidity 53%, wind 13 mph",83,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,18,0,0,0,28,47%
673,CJ Uzomah,TE,2019,3,CIN,BUF,9/22/2019,201909220buf,A,,17,21,5.5,43.5,19,4,outdoors,astroturf,"83 degrees, relative humidity 53%, wind 13 mph",83,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,47%
678,Dawson Knox,TE,2019,3,BUF,CIN,9/22/2019,201909220buf,H,,21,17,-5.5,43.5,24.5,-4,outdoors,astroturf,"83 degrees, relative humidity 53%, wind 13 mph",83,13,0,0,0,0,0,0,0,0,0,1,9,0,9,4,3,67,1,49,0,0,0,44,57%
682,Tommy Sweeney,TE,2019,3,BUF,CIN,9/22/2019,201909220buf,H,,21,17,-5.5,43.5,24.5,-4,outdoors,astroturf,"83 degrees, relative humidity 53%, wind 13 mph",83,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,3,0,0,0,22,29%
683,Lee Smith,TE,2019,3,BUF,CIN,9/22/2019,201909220buf,H,,21,17,-5.5,43.5,24.5,-4,outdoors,astroturf,"83 degrees, relative humidity 53%, wind 13 mph",83,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,52%
693,Logan Thomas,TE,2019,3,DET,PHI,9/22/2019,201909220phi,A,,27,24,4,45,20.5,-3,outdoors,grass,"84 degrees, relative humidity 53%, wind 7 mph",84,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0,15,0,0,0,17,28%
694,Jesse James,TE,2019,3,DET,PHI,9/22/2019,201909220phi,A,,27,24,4,45,20.5,-3,outdoors,grass,"84 degrees, relative humidity 53%, wind 7 mph",84,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,13,0,0,0,35,57%
696,TJ Hockenson,TE,2019,3,DET,PHI,9/22/2019,201909220phi,A,,27,24,4,45,20.5,-3,outdoors,grass,"84 degrees, relative humidity 53%, wind 7 mph",84,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,39,64%
701,Zach Ertz,TE,2019,3,PHI,DET,9/22/2019,201909220phi,H,,24,27,-4,45,24.5,3,outdoors,grass,"84 degrees, relative humidity 53%, wind 7 mph",84,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,64,0,23,0,0,0,74,100%
705,Dallas Goedert,TE,2019,3,PHI,DET,9/22/2019,201909220phi,H,,24,27,-4,45,24.5,3,outdoors,grass,"84 degrees, relative humidity 53%, wind 7 mph",84,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,12%
712,Ryan Griffin,TE,2019,3,NYJ,NWE,9/22/2019,201909220nwe,A,,14,30,20.5,43,11.25,16,outdoors,grass,"81 degrees, relative humidity 49%, wind 10 mph",81,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,0,46,92%
720,Ryan Izzo,TE,2019,3,NWE,NYJ,9/22/2019,201909220nwe,H,,30,14,-20.5,43,31.75,-16,outdoors,grass,"81 degrees, relative humidity 49%, wind 10 mph",81,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,41,0,41,0,0,0,51,67%
728,Darren Waller,TE,2019,3,OAK,MIN,9/22/2019,201909220min,A,,14,34,8.5,43,17.25,20,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,1,7,0,7,14,13,134,0,30,0,0,0,53,90%
732,Foster Moreau,TE,2019,3,OAK,MIN,9/22/2019,201909220min,A,,14,34,8.5,43,17.25,20,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,23,39%
738,Irv Smith,TE,2019,3,MIN,OAK,9/22/2019,201909220min,H,,34,14,-8.5,43,25.75,-20,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,60,0,26,0,0,0,31,50%
740,Kyle Rudolph,TE,2019,3,MIN,OAK,9/22/2019,201909220min,H,,34,14,-8.5,43,25.75,-20,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,11,0,0,0,54,87%
749,Nick Boyle,TE,2019,3,BAL,KAN,9/22/2019,201909220kan,A,,28,33,4.5,52,23.75,5,outdoors,astroturf,"73,390",,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,58,0,23,0,0,0,43,52%
753,Mark Andrews,TE,2019,3,BAL,KAN,9/22/2019,201909220kan,A,,28,33,4.5,52,23.75,5,outdoors,astroturf,"73,390",,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,15,0,5,0,0,0,43,52%
754,Hayden Hurst,TE,2019,3,BAL,KAN,9/22/2019,201909220kan,A,,28,33,4.5,52,23.75,5,outdoors,astroturf,"73,390",,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,14,0,11,0,0,0,22,27%
761,Travis Kelce,TE,2019,3,KAN,BAL,9/22/2019,201909220kan,H,,33,28,-4.5,52,28.25,-5,outdoors,astroturf,"73,390",,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,89,0,21,0,0,0,63,93%
765,Blake Bell,TE,2019,3,KAN,BAL,9/22/2019,201909220kan,H,,33,28,-4.5,52,28.25,-5,outdoors,astroturf,"73,390",,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,31,46%
771,Noah Fant,TE,2019,3,DEN,GNB,9/22/2019,201909220gnb,A,,16,27,7,42,17.5,11,outdoors,grass,"69 degrees, relative humidity 93%, wind 7 mph",69,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,37,0,17,1,1,0,46,63%
772,Jeff Heuerman,TE,2019,3,DEN,GNB,9/22/2019,201909220gnb,A,,16,27,7,42,17.5,11,outdoors,grass,"69 degrees, relative humidity 93%, wind 7 mph",69,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,0,10,0,0,0,36,49%
774,Andrew Beck,TE,2019,3,DEN,GNB,9/22/2019,201909220gnb,A,,16,27,7,42,17.5,11,outdoors,grass,"69 degrees, relative humidity 93%, wind 7 mph",69,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,32%
782,Marcedes Lewis,TE,2019,3,GNB,DEN,9/22/2019,201909220gnb,H,,27,16,-7,42,24.5,-11,outdoors,grass,"69 degrees, relative humidity 93%, wind 7 mph",69,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,19,0,19,0,0,0,30,56%
783,Robert Tonyan,TE,2019,3,GNB,DEN,9/22/2019,201909220gnb,H,,27,16,-7,42,24.5,-11,outdoors,grass,"69 degrees, relative humidity 93%, wind 7 mph",69,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,4,0,0,0,15,28%
784,Jimmy Graham,TE,2019,3,GNB,DEN,9/22/2019,201909220gnb,H,,27,16,-7,42,24.5,-11,outdoors,grass,"69 degrees, relative humidity 93%, wind 7 mph",69,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,41%
793,Nick O'Leary,TE,2019,3,MIA,DAL,9/22/2019,201909220dal,A,,6,31,22,46.5,12.25,25,retractable roof (closed),fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,0,19,0,0,0,27,39%
794,Mike Gesicki,TE,2019,3,MIA,DAL,9/22/2019,201909220dal,A,,6,31,22,46.5,12.25,25,retractable roof (closed),fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,5,0,0,0,30,43%
796,Durham Smythe,TE,2019,3,MIA,DAL,9/22/2019,201909220dal,A,,6,31,22,46.5,12.25,25,retractable roof (closed),fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,56%
801,Jason Witten,TE,2019,3,DAL,MIA,9/22/2019,201909220dal,H,,31,6,-22,46.5,34.25,-25,retractable roof (closed),fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,54,0,33,0,0,0,37,51%
804,Blake Jarwin,TE,2019,3,DAL,MIA,9/22/2019,201909220dal,H,,31,6,-22,46.5,34.25,-25,retractable roof (closed),fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,3,0,0,0,35,49%
810,Austin Hooper,TE,2019,3,ATL,IND,9/22/2019,201909220clt,A,,24,27,1,48,23.5,3,retractable roof (closed),fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,66,2,20,0,0,0,53,88%
811,Luke Stocker,TE,2019,3,ATL,IND,9/22/2019,201909220clt,A,,24,27,1,48,23.5,3,retractable roof (closed),fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,5,0,0,0,23,38%
821,Eric Ebron,TE,2019,3,IND,ATL,9/22/2019,201909220clt,H,,27,24,-1,48,24.5,-3,retractable roof (closed),fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,47,0,30,0,0,0,35,52%
822,Jack Doyle,TE,2019,3,IND,ATL,9/22/2019,201909220clt,H,,27,24,-1,48,24.5,-3,retractable roof (closed),fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,46,0,14,0,0,0,46,69%
823,Mo Alie-Cox,TE,2019,3,IND,ATL,9/22/2019,201909220clt,H,,27,24,-1,48,24.5,-3,retractable roof (closed),fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,25,0,16,0,0,0,25,37%
831,Evan Engram,TE,2019,3,NYG,TAM,9/22/2019,201909220tam,A,,32,31,5,48,21.5,-1,outdoors,grass,"88 degrees, relative humidity 46%, wind 11 mph",88,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,113,1,75,0,0,0,54,87%
835,Rhett Ellison,TE,2019,3,NYG,TAM,9/22/2019,201909220tam,A,,32,31,5,48,21.5,-1,outdoors,grass,"88 degrees, relative humidity 46%, wind 11 mph",88,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,0,0,22,35%
842,OJ Howard,TE,2019,3,TAM,NYG,9/22/2019,201909220tam,H,,31,32,-5,48,26.5,1,outdoors,grass,"88 degrees, relative humidity 46%, wind 11 mph",88,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,66,0,30,0,0,0,56,75%
845,Cameron Brate,TE,2019,3,TAM,NYG,9/22/2019,201909220tam,H,,31,32,-5,48,26.5,1,outdoors,grass,"88 degrees, relative humidity 46%, wind 11 mph",88,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,6,0,0,0,31,41%
847,Antony Auclair,TE,2019,3,TAM,NYG,9/22/2019,201909220tam,H,,31,32,-5,48,26.5,1,outdoors,grass,"88 degrees, relative humidity 46%, wind 11 mph",88,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,27%
853,Greg Olsen,TE,2019,3,CAR,ARI,9/22/2019,201909220crd,A,,38,20,2.5,46,21.75,-18,retractable roof (closed),grass,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,75,2,20,0,0,0,48,80%
865,Charles Clay,TE,2019,3,ARI,CAR,9/22/2019,201909220crd,H,,20,38,-2.5,46,24.25,18,retractable roof (closed),grass,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,9,0,0,0,25,33%
876,Vance McDonald,TE,2019,3,PIT,SFO,9/22/2019,201909220sfo,A,,20,24,49,44.5,-2.25,4,outdoors,grass,"79 degrees, relative humidity 36%, wind 3 mph",79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,0,10,0,0,0,15,28%
877,Xavier Grimble,TE,2019,3,PIT,SFO,9/22/2019,201909220sfo,A,,20,24,49,44.5,-2.25,4,outdoors,grass,"79 degrees, relative humidity 36%, wind 3 mph",79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,3,0,0,0,38,72%
883,George Kittle,TE,2019,3,SFO,PIT,9/22/2019,201909220sfo,H,,24,20,-49,44.5,46.75,-4,outdoors,grass,"79 degrees, relative humidity 36%, wind 3 mph",79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,57,0,12,0,0,0,79,100%
896,Jared Cook,TE,2019,3,NOR,SEA,9/22/2019,201909220sea,A,,33,27,5,44,19.5,-6,outdoors,fieldturf,"63 degrees, relative humidity 85%, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,7,0,0,0,42,75%
897,Josh Hill,TE,2019,3,NOR,SEA,9/22/2019,201909220sea,A,,33,27,5,44,19.5,-6,outdoors,fieldturf,"63 degrees, relative humidity 85%, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,4,0,0,0,33,59%
905,Will Dissly,TE,2019,3,SEA,NOR,9/22/2019,201909220sea,H,,27,33,-5,44,24.5,6,outdoors,fieldturf,"63 degrees, relative humidity 85%, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,62,1,25,0,0,0,45,54%
909,Nick Vannett,TE,2019,3,SEA,NOR,9/22/2019,201909220sea,H,,27,33,-5,44,24.5,6,outdoors,fieldturf,"63 degrees, relative humidity 85%, wind 8 mph",63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,9,0,0,0,26,31%
914,Jordan Akins,TE,2019,3,HOU,LAC,9/22/2019,201909220sdg,A,,27,20,3,49,23,-7,outdoors,grass,"87 degrees, relative humidity 37%, wind 4 mph",87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,73,2,53,0,0,0,27,46%
917,Darren Fells,TE,2019,3,HOU,LAC,9/22/2019,201909220sdg,A,,27,20,3,49,23,-7,outdoors,grass,"87 degrees, relative humidity 37%, wind 4 mph",87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,49,1,16,0,0,0,38,64%
925,Lance Kendricks,TE,2019,3,LAC,HOU,9/22/2019,201909220sdg,H,,20,27,-3,49,26,7,outdoors,grass,"87 degrees, relative humidity 37%, wind 4 mph",87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,0,13,0,0,0,11,15%
927,Sean Culkin,TE,2019,3,LAC,HOU,9/22/2019,201909220sdg,H,,20,27,-3,49,26,7,outdoors,grass,"87 degrees, relative humidity 37%, wind 4 mph",87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43,58%
935,Gerald Everett,TE,2019,3,LAR,CLE,9/22/2019,201909220cle,A,,20,13,-4,48,26,-7,outdoors,grass,"83 degrees, relative humidity 33%, wind 12 mph",83,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,0,11,0,0,0,56,88%
943,Ricky Seals-Jones,TE,2019,3,CLE,LAR,9/22/2019,201909220cle,H,,13,20,4,48,22,7,outdoors,grass,"83 degrees, relative humidity 33%, wind 12 mph",83,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,0,14,0,0,0,6,9%
944,Demetrius Harris,TE,2019,3,CLE,LAR,9/22/2019,201909220cle,H,,13,20,4,48,22,7,outdoors,grass,"83 degrees, relative humidity 33%, wind 12 mph",83,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,0,0,0,61,90%
951,Trey Burton,TE,2019,3,CHI,WAS,9/23/2019,201909230was,A,,31,15,-5,41,23,-16,outdoors,grass,"87 degrees, relative humidity 39%, wind 5 mph",87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20,0,11,0,0,0,38,60%
954,Adam Shaheen,TE,2019,3,CHI,WAS,9/23/2019,201909230was,A,,31,15,-5,41,23,-16,outdoors,grass,"87 degrees, relative humidity 39%, wind 5 mph",87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,7,0,0,0,22,35%
962,Vernon Davis,TE,2019,3,WAS,CHI,9/23/2019,201909230was,H,,15,31,5,41,18,16,outdoors,grass,"87 degrees, relative humidity 39%, wind 5 mph",87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,30,0,15,0,0,0,54,70%
964,Jeremy Sprinkle,TE,2019,3,WAS,CHI,9/23/2019,201909230was,H,,15,31,5,41,18,16,outdoors,grass,"87 degrees, relative humidity 39%, wind 5 mph",87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,19,0,11,0,0,0,38,49%
969,Zach Ertz,TE,2019,4,PHI,GNB,9/26/2019,201909260gnb,A,,34,27,3.5,46,21.25,-7,outdoors,grass,"60 degrees, relative humidity 62%, wind 3 mph",60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,65,0,14,0,0,0,47,76%
971,Dallas Goedert,TE,2019,4,PHI,GNB,9/26/2019,201909260gnb,A,,34,27,3.5,46,21.25,-7,outdoors,grass,"60 degrees, relative humidity 62%, wind 3 mph",60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,16,1,13,0,0,0,43,69%
979,Jimmy Graham,TE,2019,4,GNB,PHI,9/26/2019,201909260gnb,H,,27,34,-3.5,46,24.75,7,outdoors,grass,"60 degrees, relative humidity 62%, wind 3 mph",60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,61,1,15,0,0,0,56,71%
981,Marcedes Lewis,TE,2019,4,GNB,PHI,9/26/2019,201909260gnb,H,,27,34,-3.5,46,24.75,7,outdoors,grass,"60 degrees, relative humidity 62%, wind 3 mph",60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,19,0,10,0,0,0,17,22%
982,Robert Tonyan,TE,2019,4,GNB,PHI,9/26/2019,201909260gnb,H,,27,34,-3.5,46,24.75,7,outdoors,grass,"60 degrees, relative humidity 62%, wind 3 mph",60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,11,0,0,0,19,24%
999,Dawson Knox,TE,2019,4,BUF,NWE,9/29/2019,201909290buf,H,,10,16,7,41.5,17.25,6,outdoors,astroturf,"58 degrees, relative humidity 71%, wind 10 mph",58,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,58,0,21,0,0,0,53,67%
1009,Jonnu Smith,TE,2019,4,TEN,ATL,9/29/2019,201909290atl,A,,24,10,3.5,46,21.25,-14,dome,fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,0,42,68%
1010,Delanie Walker,TE,2019,4,TEN,ATL,9/29/2019,201909290atl,A,,24,10,3.5,46,21.25,-14,dome,fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,4,1,0,0,19,31%
1015,Austin Hooper,TE,2019,4,ATL,TEN,9/29/2019,201909290atl,H,,10,24,-3.5,46,24.75,14,dome,fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,130,0,28,0,0,0,66,84%
1018,Luke Stocker,TE,2019,4,ATL,TEN,9/29/2019,201909290atl,H,,10,24,-3.5,46,24.75,14,dome,fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,29%
1024,Ricky Seals-Jones,TE,2019,4,CLE,BAL,9/29/2019,201909290rav,A,,40,25,7.5,47,19.75,-15,outdoors,grass,"83 degrees, relative humidity 57%, wind 8 mph",83,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,82,1,59,0,0,0,20,30%
