,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Sk,Int,Int TD,FF,FR,Fum TD,QBHits,TFL,Oppt Int TD,Oppt Fum TD,Oppt Punt TD,Oppt Kick TD
26916,ATL DST,DST,2016,5,ATL,,10/9/2016,H,,,16,-3.5,44.5,7,outdoors,grass ,"72 degrees relative humidity 18%, wind 5 mph, wind chill 0",72,5,6,1,0,3,0,0,9,4,0,0,0,0
26917,DEN DST,DST,2016,5,DEN,,10/9/2016,A,,,23,3.5,44.5,-7,outdoors,grass ,"72 degrees relative humidity 18%, wind 5 mph, wind chill 0",72,5,2,0,0,1,1,0,8,2,0,0,0,0
26918,DET DST,DST,2016,5,DET,,10/9/2016,A,,,23,-3.5,46,1,dome,fieldturf ,indoors,,,3,1,0,2,1,0,3,3,0,0,0,0
26919,PHI DST,DST,2016,5,PHI,,10/9/2016,H,,,24,3.5,46,-1,dome,fieldturf ,indoors,,,3,0,0,0,1,0,7,11,0,0,0,0
26920,GB DST,DST,2016,5,GB,,10/9/2016,A,,,16,7,49,7,outdoors,grass ,"49 degrees relative humidity 0%, wind 7 mph",49,7,4,0,0,1,1,0,8,5,0,0,0,0
26921,NYG DST,DST,2016,5,NYG,,10/9/2016,H,,,23,-7,49,-7,outdoors,grass ,"49 degrees relative humidity 0%, wind 7 mph",49,7,0,2,0,0,0,0,3,3,0,0,0,0
26922,MIA DST,DST,2016,5,MIA,,10/9/2016,A,,,30,2.5,44.5,-13,outdoors,grass ,"88 degrees relative humidity 53%, wind 15 mph, wind chill 0",88,15,0,0,0,1,0,0,1,2,0,0,0,0
26923,TEN DST,DST,2016,5,TEN,,10/9/2016,H,,,17,-2.5,44.5,13,outdoors,grass ,"88 degrees relative humidity 53%, wind 15 mph, wind chill 0",88,15,6,2,0,0,0,0,,,0,0,1,0
26924,HOU DST,DST,2016,5,HOU,,10/9/2016,H,,,31,-6,39,-18,dome,sportturf,indoors,,,2,0,0,0,0,0,8,7,0,0,1,0
26925,MIN DST,DST,2016,5,MIN,,10/9/2016,A,,,13,6,39,18,dome,sportturf,indoors,,,4,1,0,1,0,0,15,4,0,0,0,0
26926,NYJ DST,DST,2016,5,NYJ,,10/9/2016,H,,,31,-10,50,-18,outdoors,grass ,"57 degrees relative humidity 60%, wind 9 mph",57,9,1,0,0,2,1,0,1,0,0,0,0,0
26927,PIT DST,DST,2016,5,PIT,,10/9/2016,A,,,13,10,50,18,outdoors,grass ,"57 degrees relative humidity 60%, wind 9 mph",57,9,3,0,0,1,0,0,14,5,0,0,0,0
26928,OAK DST,DST,2016,5,OAK,,10/9/2016,A,,,31,3.5,50.5,3,outdoors,grass ,"75 degrees relative humidity 39%, wind 7 mph, wind chill 0",75,7,2,2,0,3,2,0,4,4,0,0,0,0
26929,LAC DST,DST,2016,5,LAC,,10/9/2016,H,,,34,-3.5,50.5,-3,outdoors,grass ,"75 degrees relative humidity 39%, wind 7 mph, wind chill 0",75,7,3,1,0,0,0,0,4,7,0,0,0,0
26930,BUF DST,DST,2016,5,BUF,,10/9/2016,H,,,19,2.5,41.5,11,outdoors,grass,"91 degrees relative humidity 18%, wind 5 mph, wind chill 0",91,5,4,2,1,2,2,0,,,0,0,0,0
26931,LAR DST,DST,2016,5,LAR,,10/9/2016,A,,,30,-2.5,41.5,-11,outdoors,grass,"91 degrees relative humidity 18%, wind 5 mph, wind chill 0",91,5,2,0,0,0,0,0,6,6,1,0,0,0
26932,BAL DST,DST,2016,5,BAL,,10/9/2016,A,,,16,4,44.5,-6,outdoors,grass,"62 degrees relative humidity 53%, wind 16 mph, wind chill 0",62,16,1,1,0,1,1,0,6,3,0,0,1,0
26933,WAS DST,DST,2016,5,WAS,,10/9/2016,H,,,10,-4,44.5,6,outdoors,grass,"62 degrees relative humidity 53%, wind 16 mph, wind chill 0",62,16,3,0,0,0,1,0,,,0,0,0,0
26934,CAR DST,DST,2016,5,CAR,,10/10/2016,A,,,17,6,46.5,-3,outdoors,grass ,"66 degrees relative humidity 35%, wind 7 mph, wind chill 0",66,7,2,0,0,1,0,0,4,3,0,0,0,0
26935,TB DST,DST,2016,5,TB,,10/10/2016,H,,,14,-6,46.5,3,outdoors,grass ,"66 degrees relative humidity 35%, wind 7 mph, wind chill 0",66,7,0,2,0,1,2,0,0,0,0,0,0,0
26936,DEN DST,DST,2016,6,DEN,,10/13/2016,H,,,21,3,44,-8,outdoors,grass ,"70 degrees relative humidity 63%, wind 9 mph, wind chill 0",70,9,2,0,0,0,2,0,6,6,0,0,0,0
26937,LAC DST,DST,2016,6,LAC,,10/13/2016,A,,,13,-3,44,8,outdoors,grass ,"70 degrees relative humidity 63%, wind 9 mph, wind chill 0",70,9,2,0,0,2,2,0,7,3,0,0,0,0
26938,BUF DST,DST,2016,6,BUF,,10/16/2016,A,,,16,7.5,44,29,outdoors,a_turf,"72 degrees relative humidity 61%, wind 22 mph, wind chill 0",72,22,3,0,0,2,1,0,7,6,0,0,0,0
26939,SF DST,DST,2016,6,SF,,10/16/2016,H,,,45,-7.5,44,-29,outdoors,a_turf,"72 degrees relative humidity 61%, wind 22 mph, wind chill 0",72,22,3,0,0,3,2,0,,,0,0,0,0
26940,CHI DST,DST,2016,6,CHI,,10/16/2016,A,,,17,2.5,46,-1,outdoors,grass ,"69 degrees relative humidity 93%, wind 7 mph, wind chill 0",69,7,2,1,0,1,1,0,3,2,0,0,0,0
26941,JAX DST,DST,2016,6,JAX,,10/16/2016,H,,,16,-2.5,46,1,outdoors,grass ,"69 degrees relative humidity 93%, wind 7 mph, wind chill 0",69,7,1,0,0,0,0,0,3,6,0,0,0,0
26942,DET DST,DST,2016,6,DET,,10/16/2016,A,,,28,2.5,44,3,dome,fieldturf ,indoors,,,1,1,0,1,0,0,4,5,0,0,0,0
26943,LAR DST,DST,2016,6,LAR,,10/16/2016,H,,,31,-2.5,44,-3,dome,fieldturf ,indoors,,,1,0,0,0,1,0,,,0,0,0,0
26944,DAL DST,DST,2016,6,DAL,,10/16/2016,H,,,16,-5,47,14,outdoors,grass ,"69 degrees relative humidity 63%, wind 8 mph, wind chill 0",69,8,1,1,0,5,3,0,1,2,0,0,0,0
26945,GB DST,DST,2016,6,GB,,10/16/2016,A,,,30,5,47,-14,outdoors,grass ,"69 degrees relative humidity 63%, wind 8 mph, wind chill 0",69,8,1,1,0,1,1,0,1,2,0,0,0,0
26946,HOU DST,DST,2016,6,HOU,,10/16/2016,A,OT,,23,3,47.5,3,retractable roof (closed),fieldturf,indoors,,,3,1,0,0,0,0,6,5,0,0,0,0
26947,IND DST,DST,2016,6,IND,,10/16/2016,H,OT,,26,-3,47.5,-3,retractable roof (closed),fieldturf,indoors,,,1,1,0,1,0,0,5,2,0,0,0,0
26948,MIA DST,DST,2016,6,MIA,,10/16/2016,A,,,15,-7.5,49.5,15,outdoors,grass ,"81 degrees relative humidity 79%, wind 15 mph, wind chill 0",81,15,2,2,0,0,0,0,6,0,0,0,0,0
26949,PIT DST,DST,2016,6,PIT,,10/16/2016,H,,,30,7.5,49.5,-15,outdoors,grass ,"81 degrees relative humidity 79%, wind 15 mph, wind chill 0",81,15,0,0,0,0,0,0,2,3,0,0,0,0
26950,CAR DST,DST,2016,6,CAR,,10/16/2016,H,,,41,2.5,53.5,-3,dome,sportturf,indoors,,,1,1,0,0,0,0,7,1,0,0,0,0
26951,NO DST,DST,2016,6,NO,,10/16/2016,A,,,38,-2.5,53.5,3,dome,sportturf,indoors,,,2,1,0,1,1,0,13,2,0,0,0,0
26952,CIN DST,DST,2016,6,CIN,,10/16/2016,H,,,35,-7.5,48,-18,outdoors,fieldturf ,"66 degrees relative humidity 54%, wind 14 mph, wind chill 0",66,14,3,0,0,0,0,0,8,6,0,0,0,0
26953,NE DST,DST,2016,6,NE,,10/16/2016,A,,,17,7.5,48,18,outdoors,fieldturf ,"66 degrees relative humidity 54%, wind 14 mph, wind chill 0",66,14,2,0,0,0,0,0,5,3,0,0,0,0
26954,BAL DST,DST,2016,6,BAL,,10/16/2016,H,,,27,-3.5,42.5,-4,outdoors,fieldturf ,"66 degrees relative humidity 65%, wind 6 mph, wind chill 0",66,6,1,2,0,1,1,0,2,3,0,0,0,0
26955,NYG DST,DST,2016,6,NYG,,10/16/2016,A,,,23,3.5,42.5,4,outdoors,fieldturf ,"66 degrees relative humidity 65%, wind 6 mph, wind chill 0",66,6,2,0,0,0,0,0,6,7,0,0,0,0
26956,CLE DST,DST,2016,6,CLE,,10/16/2016,H,,,28,-7.5,44.5,-2,outdoors,grass ,"75 degrees relative humidity 70%, wind 10 mph, wind chill 0",75,10,2,1,0,0,0,0,3,4,0,0,0,0
26957,TEN DST,DST,2016,6,TEN,,10/16/2016,A,,,26,7.5,44.5,2,outdoors,grass ,"75 degrees relative humidity 70%, wind 10 mph, wind chill 0",75,10,6,0,0,0,0,0,13,6,0,0,0,0
26958,KC DST,DST,2016,6,KC,,10/16/2016,H,,,10,1,46.5,16,outdoors,grass ,"61 degrees relative humidity 100%, wind 6 mph, wind chill 0",61,6,2,1,0,1,1,0,2,5,0,0,0,0
26959,OAK DST,DST,2016,6,OAK,,10/16/2016,A,,,26,-1,46.5,-16,outdoors,grass ,"61 degrees relative humidity 100%, wind 6 mph, wind chill 0",61,6,1,0,0,0,0,0,1,4,0,0,0,0
26960,ATL DST,DST,2016,6,ATL,,10/16/2016,H,,,26,-7,45.5,-2,outdoors,fieldturf ,"54 degrees relative humidity 83%, wind 10 mph, wind chill 0",54,10,1,0,0,3,0,0,5,2,0,0,0,0
26961,SEA DST,DST,2016,6,SEA,,10/16/2016,A,,,24,7,45.5,2,outdoors,fieldturf ,"54 degrees relative humidity 83%, wind 10 mph, wind chill 0",54,10,4,1,0,1,1,0,13,4,0,0,0,0
26962,PHI DST,DST,2016,6,PHI,,10/16/2016,H,,,27,3,45,-7,outdoors,grass ,"69 degrees relative humidity 62%, wind 13 mph, wind chill 0",69,13,0,1,1,0,0,0,2,4,0,0,0,0
26963,WAS DST,DST,2016,6,WAS,,10/16/2016,A,,,20,-3,45,7,outdoors,grass ,"69 degrees relative humidity 62%, wind 13 mph, wind chill 0",69,13,5,0,0,0,0,0,12,5,1,0,0,1
26964,ARI DST,DST,2016,6,ARI,,10/17/2016,A,,,3,7,45.5,25,retractable roof (closed),grass ,indoors,,,1,2,0,1,2,0,,,0,0,0,0
26965,NYJ DST,DST,2016,6,NYJ,,10/17/2016,H,,,28,-7,45.5,-25,retractable roof (closed),grass ,indoors,,,0,0,0,1,0,0,8,4,0,0,0,0
26966,CHI DST,DST,2016,7,CHI,,10/20/2016,H,,,26,-7.5,46.5,-16,outdoors,grass ,"47 degrees relative humidity 63%, wind 10 mph",47,10,2,0,0,2,1,1,9,1,0,0,0,0
26967,GB DST,DST,2016,7,GB,,10/20/2016,A,,,10,7.5,46.5,16,outdoors,grass ,"47 degrees relative humidity 63%, wind 10 mph",47,10,1,2,0,0,1,0,5,3,0,1,0,0
26968,ATL DST,DST,2016,7,ATL,,10/23/2016,A,OT,,33,4.5,52.5,-3,dome,fieldturf ,indoors,,,4,1,0,1,1,1,6,7,0,0,0,0
26969,LAC DST,DST,2016,7,LAC,,10/23/2016,H,OT,,30,-4.5,52.5,3,dome,fieldturf ,indoors,,,3,1,0,0,0,0,9,5,0,1,0,0
26970,CIN DST,DST,2016,7,CIN,,10/23/2016,A,,,17,11,46.5,14,outdoors,fieldturf ,"65 degrees relative humidity 50%, wind 5 mph, wind chill 0",65,5,2,2,0,0,1,0,,,0,0,0,0
26971,CLE DST,DST,2016,7,CLE,,10/23/2016,H,,,31,-11,46.5,-14,outdoors,fieldturf ,"65 degrees relative humidity 50%, wind 5 mph, wind chill 0",65,5,3,0,0,0,0,0,5,3,0,0,0,0
26972,ARI DST,DST,2016,7,ARI,,10/23/2016,A,OT,,6,2.5,43,0,retractable roof (closed),grass ,indoors,,,1,0,0,2,0,0,5,6,0,0,0,0
26973,SEA DST,DST,2016,7,SEA,,10/23/2016,H,OT,,6,-2.5,43,0,retractable roof (closed),grass ,indoors,,,4,0,0,1,0,0,10,5,0,0,0,0
26974,DET DST,DST,2016,7,DET,,10/23/2016,A,,,17,-1,50,3,dome,fieldturf ,indoors,,,2,0,0,3,2,0,9,2,0,0,0,0
26975,WAS DST,DST,2016,7,WAS,,10/23/2016,H,,,20,1,50,-3,dome,fieldturf ,indoors,,,3,0,0,1,1,0,,,0,0,0,0
26976,JAX DST,DST,2016,7,JAX,,10/23/2016,A,,,33,2,47.5,-17,outdoors,grass ,"70 degrees relative humidity 47%, wind 6 mph, wind chill 0",70,6,0,0,0,0,0,0,1,5,0,0,0,0
26977,OAK DST,DST,2016,7,OAK,,10/23/2016,H,,,16,-2,47.5,17,outdoors,grass ,"70 degrees relative humidity 47%, wind 6 mph, wind chill 0",70,6,1,2,0,1,2,0,8,2,0,0,0,0
26978,KC DST,DST,2016,7,KC,,10/23/2016,A,,,21,7,51.5,6,outdoors,grass ,"68 degrees relative humidity 47%, wind 9 mph, wind chill 0",68,9,1,1,1,2,1,0,4,2,0,0,0,0
26979,NO DST,DST,2016,7,NO,,10/23/2016,H,,,27,-7,51.5,-6,outdoors,grass ,"68 degrees relative humidity 47%, wind 9 mph, wind chill 0",68,9,0,0,0,0,1,0,3,3,1,0,0,0
26980,BUF DST,DST,2016,7,BUF,,10/23/2016,H,,,28,2.5,46,-3,outdoors,grass ,"81 degrees relative humidity 48%, wind 11 mph, wind chill 0",81,11,1,0,0,0,0,0,3,4,0,0,0,0
26981,MIA DST,DST,2016,7,MIA,,10/23/2016,A,,,25,-2.5,46,3,outdoors,grass ,"81 degrees relative humidity 48%, wind 11 mph, wind chill 0",81,11,4,0,0,0,0,0,9,5,0,0,0,0
26982,BAL DST,DST,2016,7,BAL,,10/23/2016,H,,,24,-2.5,40,-8,outdoors,fieldturf ,indoors,,,5,0,0,1,3,1,8,7,0,0,0,0
26983,NYJ DST,DST,2016,7,NYJ,,10/23/2016,A,,,16,2.5,40,8,outdoors,fieldturf ,indoors,,,2,2,0,1,0,0,5,5,0,1,0,0
26984,IND DST,DST,2016,7,IND,,10/23/2016,H,,,26,-4,48,8,outdoors,grass ,"68 degrees relative humidity 50%, wind 5 mph",68,5,3,0,0,1,1,1,6,4,0,0,0,0
26985,TEN DST,DST,2016,7,TEN,,10/23/2016,A,,,34,4,48,-8,outdoors,grass ,"68 degrees relative humidity 50%, wind 5 mph",68,5,2,0,0,0,0,0,5,2,0,1,0,0
26986,MIN DST,DST,2016,7,MIN,,10/23/2016,H,,,21,3,39,-11,outdoors,grass ,"62 degrees relative humidity 46%, wind 20 mph, wind chill 0",62,20,0,2,0,1,3,0,,,0,0,0,1
26987,PHI DST,DST,2016,7,PHI,,10/23/2016,A,,,10,-3,39,11,outdoors,grass ,"62 degrees relative humidity 46%, wind 20 mph, wind chill 0",62,20,6,1,0,4,3,0,13,6,0,0,0,0
26988,NE DST,DST,2016,7,NE,,10/23/2016,H,,,16,7.5,49,11,outdoors,grass ,"63 degrees relative humidity 54%, wind 13 mph",63,13,0,1,0,1,0,0,2,1,0,0,0,0
