,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,Game ID,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Implied Points,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Pass Att,Pass Cmp,Pass Yds,Pass TD,Pass Int,Pass Lng,Pass Rate,Pass Sk,Pass Sk Yds,Rush Att,Rush Yds,Rush TD,Rush Lng,Rec Tgt,Rec Rec,Rec Yds,Rec TD,Rec Lng,Fmb,FL,2PT,Kick Ret,Kick Yds,Kick TD,Kick Lng,Kick YPR,Punt Ret,Punt Yds,Punt TD,Punt Lng,Punt YPR,Short L Tgt,Short L Ctch,Short L Yds,Short L TD,Short M Tgt,Short M Ctch,Short M Yds,Short M TD,Short R Tgt,Short R Ctch,Short R Yds,Short R TD,Deep L Tgt,Deep L Ctch,Deep L Yds,Deep L TD,Deep M Tgt,Deep M Ctch,Deep M Yds,Deep M TD,Deep R Tgt,Deep R Ctch,Deep R Yds,Deep R TD,No Dir Tgt,No Dir Ctch,No Dir Yds,No Dir TD,Off Num,Off Pct,Def Num,Def Pct,ST Num,ST Pct,DKP,DKSalary,FDP,FDSalary,DK_Total_FP,FD_Total_FP,YH_Total_FP,Sk,Int,Int TD,FF,FR,Fum TD,QBHits,TFL,Oppt Int TD,Oppt Fum TD,Oppt Punt TD,Oppt Kick TD,FGM,FGA,FG 0-19,FG 20-29,FG 30-39,FG 40-49,FG 50+,XPM,XPA,Pnt,Yds,Y/P
20378,Patrick DiMarco,FB,2016,16,ATL,CAR,2016-12-24,201612240car,A,,33.0,16,-3.0,49.0,26.0,-17,outdoors,grass ,"56 degrees, wind 5 mph",56.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,40%,0.0,0%,8.0,26%,1.6,3000.0,1.1,4500.0,1.6,1.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,
20385,Mike Tolbert,FB,2016,16,CAR,ATL,2016-12-24,201612240car,H,,16.0,33,3.0,49.0,23.0,17,outdoors,grass ,"56 degrees, wind 5 mph",56.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,35%,0.0,0%,13.0,42%,0.3,3000.0,0.3,4500.0,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,
20407,Jerome Felton,FB,2016,16,BUF,MIA,2016-12-24,201612240buf,H,OT,31.0,34,-4.5,44.5,24.5,3,outdoors,a_turf,"38 degrees, wind 13 mph",38.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,14.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,47%,0.0,0%,7.0,19%,3.5,3000.0,2.5,4500.0,3.5,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,
20437,James Develin,FB,2016,16,NWE,NYJ,2016-12-24,201612240nwe,H,,41.0,3,-17.0,45.0,31.0,-38,outdoors,fieldturf ,"40 degrees, wind 6 mph",40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,54%,0.0,0%,6.0,21%,1.0,3000.0,0.5,4500.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,
20528,John Kuhn,FB,2016,16,NOR,TAM,2016-12-24,201612240nor,H,,31.0,24,-3.0,53.0,28.0,-7,dome,sportturf,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,44%,0.0,0%,4.0,15%,2.0,3000.0,1.5,4500.0,2.0,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,
20548,Jay Prosch,FB,2016,16,HOU,CIN,2016-12-24,201612240htx,H,,12.0,10,-3.0,41.5,22.25,-2,retractable roof (closed),fieldturf,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16%,0.0,0%,18.0,64%,0.5,3000.0,0.5,4500.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,
20559,Kyle Juszczyk,FB,2016,16,BAL,PIT,2016-12-25,201612250pit,A,,27.0,31,5.5,46.5,20.5,4,outdoors,grass ,"41 degrees, wind 9 mph",41.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,1.0,10.0,3.0,2.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,41%,0.0,0%,19.0,61%,10.5,3000.0,9.5,4500.0,10.5,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,
20594,Spencer Ware,FB,2016,16,KAN,DEN,2016-12-25,201612250kan,H,,33.0,10,-3.5,38.0,20.75,-23,outdoors,grass ,"53 degrees, wind 9 mph",53.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,62.0,0.0,18.0,3.0,2.0,20.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,49%,0.0,0%,0.0,0%,10.2,5300.0,9.2,6500.0,10.2,9.2,9.2,,,,,,,,,,,,,,,,,,,,,,,,
20630,James Develin,FB,2016,17,NWE,MIA,2017-01-01,201701010mia,A,,35.0,14,-7.5,47.0,27.25,-21,outdoors,grass ,"80 degrees, wind 15 mph",80.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,25%,0.0,0%,6.0,23%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
20643,Mike Tolbert,FB,2016,17,CAR,TAM,2017-01-01,201701010tam,A,,16.0,17,3.0,44.5,20.75,1,outdoors,grass ,"81 degrees, wind 6 mph",81.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,37%,0.0,0%,8.0,30%,2.4,3000.0,2.4,4500.0,2.4,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
20689,Kyle Juszczyk,FB,2016,17,BAL,CIN,2017-01-01,201701010cin,A,,10.0,27,-2.5,40.5,21.5,17,outdoors,fieldturf ,"40 degrees, wind 6 mph",40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-3.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,34%,0.0,0%,17.0,68%,2.1,3000.0,1.1,4500.0,2.1,1.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,
20722,Roosevelt Nix,FB,2016,17,PIT,CLE,2017-01-01,201701010pit,H,OT,27.0,24,-3.0,41.5,22.25,-3,outdoors,grass ,"41 degrees, wind 1 mph",41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14%,0.0,0%,23.0,74%,2.5,3000.0,1.5,4500.0,2.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,
20779,Jerome Felton,FB,2016,17,BUF,NYJ,2017-01-01,201701010nyj,A,,10.0,30,-3.5,43.0,23.25,20,outdoors,fieldturf ,"42 degrees, wind 11 mph",42.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,25%,0.0,0%,6.0,21%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
20840,Jamize Olawale,FB,2016,17,OAK,DEN,2017-01-01,201701010den,A,,6.0,24,1.0,40.0,19.5,18,outdoors,grass ,"45 degrees, wind 9 mph",45.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,19%,0.0,0%,21.0,81%,2.0,3000.0,1.5,4500.0,2.0,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,
20864,Marcel Reece,FB,2016,17,SEA,SFO,2017-01-01,201701010sfo,A,,25.0,23,-11.5,45.0,28.25,-2,outdoors,grass,"54 degrees, wind 5 mph",54.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,26.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,28%,0.0,0%,0.0,0%,4.5,3000.0,3.5,4500.0,4.6,3.6,3.6,,,,,,,,,,,,,,,,,,,,,,,,
20886,Anthony Sherman,FB,2016,17,KAN,SDG,2017-01-01,201701010sdg,A,,37.0,27,-5.5,45.0,25.25,-10,outdoors,grass ,"59 degrees, wind 10 mph",59.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,21%,0.0,0%,22.0,79%,1.2,3000.0,0.7,4500.0,1.2,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,
20943,Aaron Ripkowski,FB,2016,17,GNB,DET,2017-01-01,201701010det,A,,31.0,24,-3.5,50.0,26.75,-7,dome,fieldturf ,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,61.0,0.0,15.0,2.0,2.0,15.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,48%,0.0,0%,8.0,29%,15.6,3000.0,14.6,4500.0,15.6,14.6,14.6,,,,,,,,,,,,,,,,,,,,,,,,
20951,Joe Kerridge,FB,2016,17,GNB,DET,2017-01-01,201701010det,A,,31.0,24,-3.5,50.0,26.75,-7,dome,fieldturf ,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8%,0.0,0%,5.0,18%,0.0,3000.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
20962,Will Johnson,FB,2015,1,PIT,NWE,2015-09-10,201509100nwe,A,,21.0,28,7.0,52.0,22.5,7,outdoors,fieldturf ,"65 degrees relative humidity 0%, wind 7 mph, wind chill 0",65.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12%,0.0,0%,7.0,27%,6.7,0.0,6.7,4500.0,6.7,6.7,6.7,,,,,,,,,,,,,,,,,,,,,,,,
20986,Aaron Ripkowski,FB,2015,1,GNB,CHI,2015-09-13,201509130chi,A,,31.0,23,-6.5,49.0,27.75,-8,outdoors,grass ,"72 degrees relative humidity 39%, wind 11 mph, wind chill 0",72.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0.0,0%,12.0,46%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
21001,Derrick Coleman,FB,2015,1,SEA,STL,2015-09-13,201509130ram,A,OT,31.0,34,-4.0,40.5,22.25,3,dome,astroplay,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7%,0.0,0%,19.0,59%,0.2,3000.0,0.2,4500.0,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
21023,Anthony Sherman,FB,2015,1,KAN,HOU,2015-09-13,201509130htx,A,,27.0,20,1.0,41.0,20.0,-7,retractable roof (closed),grass ,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,36%,0.0,0%,23.0,68%,1.0,3000.0,0.5,4500.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,
21058,Darrel Young,FB,2015,1,WAS,MIA,2015-09-13,201509130was,H,,10.0,17,3.0,43.5,20.25,7,outdoors,grass ,"69 degrees relative humidity 58%, wind 10 mph, wind chill 0",69.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13%,0.0,0%,10.0,50%,1.0,3000.0,0.5,4500.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,
21061,Mike Tolbert,FB,2015,1,CAR,JAX,2015-09-13,201509130jax,A,,20.0,9,-3.0,40.5,21.75,-11,outdoors,grass ,"77 degrees relative humidity 55%, wind 7 mph, wind chill 0",77.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,12.0,2.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,27%,0.0,0%,8.0,31%,2.8,3000.0,2.3,5000.0,2.8,2.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,
21098,Jerome Felton,FB,2015,1,BUF,IND,2015-09-13,201509130buf,H,,27.0,14,2.5,45.0,21.25,-13,outdoors,a_turf,"56 degrees relative humidity 78%, wind 15 mph, wind chill 0",56.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,51%,0.0,0%,3.0,12%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
21110,Malcolm Johnson,FB,2015,1,CLE,NYJ,2015-09-13,201509130nyj,A,,10.0,31,3.5,39.5,18.0,21,outdoors,fieldturf ,"77 degrees relative humidity 49%, wind 8 mph, wind chill 0",77.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9%,0.0,0%,0.0,0%,3.4,3000.0,2.4,4500.0,3.4,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,
21116,Tommy Bohanon,FB,2015,1,NYJ,CLE,2015-09-13,201509130nyj,H,,31.0,10,-3.5,39.5,21.5,-21,outdoors,fieldturf ,"77 degrees relative humidity 49%, wind 8 mph, wind chill 0",77.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20%,0.0,0%,11.0,48%,0.2,3000.0,0.2,4500.0,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
21126,Austin Johnson,FB,2015,1,NOR,ARI,2015-09-13,201509130crd,A,,19.0,31,2.0,48.5,23.25,12,retractable roof (closed),grass ,indoors,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,3.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18%,0.0,0%,21.0,68%,2.9,3000.0,1.9,4500.0,2.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
21175,Jamize Olawale,FB,2015,1,OAK,CIN,2015-09-13,201509130rai,H,,13.0,33,3.0,43.0,20.0,20,outdoors,grass ,"73 degrees relative humidity 59%, wind 9 mph, wind chill 0",73.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,3.0,3.0,19.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13%,0.0,0%,21.0,75%,5.5,3000.0,4.0,4500.0,5.5,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
21179,Marcel Reece,FB,2015,1,OAK,CIN,2015-09-13,201509130rai,H,,13.0,33,3.0,43.0,20.0,20,outdoors,grass ,"73 degrees relative humidity 59%, wind 9 mph, wind chill 0",73.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,26.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,1.0,11.0,1.0,2.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32%,0.0,0%,18.0,64%,17.6,3000.0,16.1,5000.0,17.6,16.1,16.1,,,,,,,,,,,,,,,,,,,,,,,,
21190,Kyle Juszczyk,FB,2015,1,BAL,DEN,2015-09-13,201509130den,A,,13.0,19,4.5,48.0,21.75,6,outdoors,grass ,"88 degrees relative humidity 8%, wind 13 mph, wind chill 0",88.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,17.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,36%,0.0,0%,17.0,59%,5.7,3000.0,3.7,4500.0,5.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
21223,Jorvorskie Lane,FB,2015,1,TAM,TEN,2015-09-13,201509130tam,H,,14.0,42,-3.0,41.0,22.0,28,outdoors,grass ,"84 degrees relative humidity 66%, wind 8 mph",84.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13%,0.0,0%,9.0,35%,0.0,3000.0,0.0,4500.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
