,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Rush Att,Rush Yds,Rush TD,Rush Lng,Rec Tgt,Rec Rec,Rec Yds,Rec TD,Rec Lng,Fmb,FL,2PT,Off Num,Off Pct
14651,Mike Wallace,WR,2017,14,BAL,PIT,12/10/2017,A,,38,39,6,43,1,outdoors,grass ,"33 degrees, wind 12 mph",33,12,0,0,0,0,5,3,72,0,40,0,0,0,40,62%
14652,Chris Moore,WR,2017,14,BAL,PIT,12/10/2017,A,,38,39,6,43,1,outdoors,grass ,"33 degrees, wind 12 mph",33,12,0,0,0,0,3,3,48,1,30,0,0,0,24,38%
14653,Jeremy Maclin,WR,2017,14,BAL,PIT,12/10/2017,A,,38,39,6,43,1,outdoors,grass ,"33 degrees, wind 12 mph",33,12,0,0,0,0,11,3,27,0,19,0,0,0,50,78%
14654,Michael Campanaro,WR,2017,14,BAL,PIT,12/10/2017,A,,38,39,6,43,1,outdoors,grass ,"33 degrees, wind 12 mph",33,12,0,0,0,0,3,1,8,0,8,0,0,0,18,28%
14660,Antonio Brown,WR,2017,14,PIT,BAL,12/10/2017,H,,39,38,-6,43,-1,outdoors,grass ,"33 degrees, wind 12 mph",33,12,0,0,0,0,18,11,213,0,57,1,0,0,86,97%
14663,Eli Rogers,WR,2017,14,PIT,BAL,12/10/2017,H,,39,38,-6,43,-1,outdoors,grass ,"33 degrees, wind 12 mph",33,12,0,0,0,0,5,3,33,0,16,0,0,0,53,60%
14664,Martavis Bryant,WR,2017,14,PIT,BAL,12/10/2017,H,,39,38,-6,43,-1,outdoors,grass ,"33 degrees, wind 12 mph",33,12,0,0,0,0,10,6,33,0,9,0,0,0,70,79%
14671,Danny Amendola,WR,2017,14,NWE,MIA,12/11/2017,A,,20,27,-10.5,48,7,outdoors,grass ,"55 degrees, wind 7 mph",55,7,0,0,0,0,9,6,76,0,26,0,0,0,50,82%
14672,Brandin Cooks,WR,2017,14,NWE,MIA,12/11/2017,A,,20,27,-10.5,48,7,outdoors,grass ,"55 degrees, wind 7 mph",55,7,0,0,0,0,7,1,38,0,38,0,0,0,60,98%
14676,Chris Hogan,WR,2017,14,NWE,MIA,12/11/2017,A,,20,27,-10.5,48,7,outdoors,grass ,"55 degrees, wind 7 mph",55,7,0,0,0,0,5,1,1,0,1,0,0,0,55,90%
14677,Bernard Reedy,WR,2017,14,NWE,MIA,12/11/2017,A,,20,27,-10.5,48,7,outdoors,grass ,"55 degrees, wind 7 mph",55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
14681,Jarvis Landry,WR,2017,14,MIA,NWE,12/11/2017,H,,27,20,10.5,48,-7,outdoors,grass ,"55 degrees, wind 7 mph",55,7,0,0,0,0,8,8,46,2,10,0,0,0,66,90%
14682,Jakeem Grant,WR,2017,14,MIA,NWE,12/11/2017,H,,27,20,10.5,48,-7,outdoors,grass ,"55 degrees, wind 7 mph",55,7,0,0,0,0,4,2,42,1,25,0,0,0,9,12%
14683,DeVante Parker,WR,2017,14,MIA,NWE,12/11/2017,H,,27,20,10.5,48,-7,outdoors,grass ,"55 degrees, wind 7 mph",55,7,0,0,0,0,6,4,40,0,15,0,0,0,61,84%
14684,Kenny Stills,WR,2017,14,MIA,NWE,12/11/2017,H,,27,20,10.5,48,-7,outdoors,grass ,"55 degrees, wind 7 mph",55,7,0,0,0,0,4,2,18,0,11,0,0,0,61,84%
14692,Demaryius Thomas,WR,2017,15,DEN,IND,12/14/2017,A,,25,13,-3,40.5,-12,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,8,5,69,0,23,0,0,0,54,68%
14693,Emmanuel Sanders,WR,2017,15,DEN,IND,12/14/2017,A,,25,13,-3,40.5,-12,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,9,7,68,0,26,0,0,0,39,49%
14694,Cody Latimer,WR,2017,15,DEN,IND,12/14/2017,A,,25,13,-3,40.5,-12,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,4,3,60,1,22,0,0,1,44,56%
14698,Jordan Taylor,WR,2017,15,DEN,IND,12/14/2017,A,,25,13,-3,40.5,-12,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,16,20%
14702,Chester Rogers,WR,2017,15,IND,DEN,12/14/2017,H,,13,25,3,40.5,12,retractable roof (closed),fieldturf ,indoors,,,1,7,0,7,3,0,0,0,0,0,0,0,53,98%
14704,TY Hilton,WR,2017,15,IND,DEN,12/14/2017,H,,13,25,3,40.5,12,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,7,5,41,0,13,1,0,0,51,94%
14706,Kamar Aiken,WR,2017,15,IND,DEN,12/14/2017,H,,13,25,3,40.5,12,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,1,0,0,0,0,0,0,0,34,63%
14713,Kendall Wright,WR,2017,15,CHI,DET,12/16/2017,A,,10,20,5,43.5,10,dome,fieldturf ,indoors,,,0,0,0,0,13,7,81,0,19,0,0,0,46,67%
14714,Josh Bellamy,WR,2017,15,CHI,DET,12/16/2017,A,,10,20,5,43.5,10,dome,fieldturf ,indoors,,,0,0,0,0,7,5,70,0,19,0,0,0,53,77%
14715,Markus Wheaton,WR,2017,15,CHI,DET,12/16/2017,A,,10,20,5,43.5,10,dome,fieldturf ,indoors,,,0,0,0,0,4,2,42,0,22,0,0,0,29,42%
14719,Dontrelle Inman,WR,2017,15,CHI,DET,12/16/2017,A,,10,20,5,43.5,10,dome,fieldturf ,indoors,,,0,0,0,0,2,1,5,0,5,0,0,0,48,70%
14724,Marvin Jones,WR,2017,15,DET,CHI,12/16/2017,H,,20,10,-5,43.5,-10,dome,fieldturf ,indoors,,,0,0,0,0,5,3,85,0,58,0,0,0,62,98%
14725,Golden Tate,WR,2017,15,DET,CHI,12/16/2017,H,,20,10,-5,43.5,-10,dome,fieldturf ,indoors,,,0,0,0,0,5,3,33,0,19,0,0,0,47,75%
14727,Kenny Golladay,WR,2017,15,DET,CHI,12/16/2017,H,,20,10,-5,43.5,-10,dome,fieldturf ,indoors,,,0,0,0,0,5,4,29,0,14,0,0,0,50,79%
14728,TJ Jones,WR,2017,15,DET,CHI,12/16/2017,H,,20,10,-5,43.5,-10,dome,fieldturf ,indoors,,,0,0,0,0,3,3,26,1,12,0,0,0,13,21%
14733,Travis Benjamin,WR,2017,15,LAC,KAN,12/16/2017,A,,13,30,1,47,17,outdoors,grass ,"53 degrees, wind 9 mph",53,9,1,7,0,7,4,1,7,0,7,0,0,0,36,56%
14734,Keenan Allen,WR,2017,15,LAC,KAN,12/16/2017,A,,13,30,1,47,17,outdoors,grass ,"53 degrees, wind 9 mph",53,9,0,0,0,0,8,5,54,0,15,0,0,0,47,73%
14735,Tyrell Williams,WR,2017,15,LAC,KAN,12/16/2017,A,,13,30,1,47,17,outdoors,grass ,"53 degrees, wind 9 mph",53,9,0,0,0,0,7,3,31,0,18,0,0,0,53,83%
14738,Mike Williams,WR,2017,15,LAC,KAN,12/16/2017,A,,13,30,1,47,17,outdoors,grass ,"53 degrees, wind 9 mph",53,9,0,0,0,0,1,0,0,0,0,0,0,0,30,47%
14743,Tyreek Hill,WR,2017,15,KAN,LAC,12/16/2017,H,,30,13,-1,47,-17,outdoors,grass ,"53 degrees, wind 9 mph",53,9,0,0,0,0,6,5,88,1,64,0,0,0,63,95%
14746,Albert Wilson,WR,2017,15,KAN,LAC,12/16/2017,H,,30,13,-1,47,-17,outdoors,grass ,"53 degrees, wind 9 mph",53,9,0,0,0,0,2,1,15,0,15,0,0,0,62,94%
14748,De'Anthony Thomas,WR,2017,15,KAN,LAC,12/16/2017,H,,30,13,-1,47,-17,outdoors,grass ,"53 degrees, wind 9 mph",53,9,0,0,0,0,2,2,6,0,4,0,0,0,8,12%
14755,Nelson Agholor,WR,2017,15,PHI,NYG,12/17/2017,A,,34,29,-7.5,40.5,-5,outdoors,fieldturf ,"35 degrees, no wind",35,0,0,0,0,0,9,7,59,1,16,0,0,0,48,72%
14757,Alshon Jeffery,WR,2017,15,PHI,NYG,12/17/2017,A,,34,29,-7.5,40.5,-5,outdoors,fieldturf ,"35 degrees, no wind",35,0,0,0,0,0,10,4,49,1,19,0,0,0,60,90%
14758,Torrey Smith,WR,2017,15,PHI,NYG,12/17/2017,A,,34,29,-7.5,40.5,-5,outdoors,fieldturf ,"35 degrees, no wind",35,0,0,0,0,0,3,2,17,0,10,0,0,0,50,75%
14760,Mack Hollins,WR,2017,15,PHI,NYG,12/17/2017,A,,34,29,-7.5,40.5,-5,outdoors,fieldturf ,"35 degrees, no wind",35,0,0,0,0,0,1,0,0,0,0,0,0,0,13,19%
14766,Sterling Shepard,WR,2017,15,NYG,PHI,12/17/2017,H,,29,34,7.5,40.5,5,outdoors,fieldturf ,"35 degrees, no wind",35,0,0,0,0,0,16,11,139,1,67,0,0,0,84,97%
14767,Roger Lewis,WR,2017,15,NYG,PHI,12/17/2017,H,,29,34,7.5,40.5,5,outdoors,fieldturf ,"35 degrees, no wind",35,0,0,0,0,0,10,4,74,0,25,0,0,0,80,92%
14768,Tavarres King,WR,2017,15,NYG,PHI,12/17/2017,H,,29,34,7.5,40.5,5,outdoors,fieldturf ,"35 degrees, no wind",35,0,0,0,0,0,3,2,70,2,57,0,0,0,43,49%
14769,Kalif Raymond,WR,2017,15,NYG,PHI,12/17/2017,H,,29,34,7.5,40.5,5,outdoors,fieldturf ,"35 degrees, no wind",35,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25%
14774,Jojo Natson,WR,2017,15,NYJ,NOR,12/17/2017,A,,19,31,16.5,47,12,dome,sportturf,indoors,,,1,15,0,15,2,1,19,0,19,0,0,0,8,11%
14776,Robby Anderson,WR,2017,15,NYJ,NOR,12/17/2017,A,,19,31,16.5,47,12,dome,sportturf,indoors,,,0,0,0,0,12,5,40,0,15,0,0,0,57,79%
14777,Jermaine Kearse,WR,2017,15,NYJ,NOR,12/17/2017,A,,19,31,16.5,47,12,dome,sportturf,indoors,,,0,0,0,0,5,3,28,0,12,0,0,0,47,65%
14778,Chad Hansen,WR,2017,15,NYJ,NOR,12/17/2017,A,,19,31,16.5,47,12,dome,sportturf,indoors,,,0,0,0,0,4,3,21,0,24,0,0,0,34,47%
14780,ArDarius Stewart,WR,2017,15,NYJ,NOR,12/17/2017,A,,19,31,16.5,47,12,dome,sportturf,indoors,,,0,0,0,0,1,0,0,0,0,0,0,0,14,19%
14785,Tommylee Lewis,WR,2017,15,NOR,NYJ,12/17/2017,H,,31,19,-16.5,47,-12,dome,sportturf,indoors,,,1,6,0,6,0,0,0,0,0,0,0,0,14,21%
14786,Michael Thomas,WR,2017,15,NOR,NYJ,12/17/2017,H,,31,19,-16.5,47,-12,dome,sportturf,indoors,,,0,0,0,0,11,9,93,1,20,0,0,0,62,93%
14787,Willie Snead,WR,2017,15,NOR,NYJ,12/17/2017,H,,31,19,-16.5,47,-12,dome,sportturf,indoors,,,0,0,0,0,3,1,23,0,23,0,0,0,37,55%
14789,Brandon Coleman,WR,2017,15,NOR,NYJ,12/17/2017,H,,31,19,-16.5,47,-12,dome,sportturf,indoors,,,0,0,0,0,5,3,16,0,16,2,2,0,52,78%
14795,Josh Malone,WR,2017,15,CIN,MIN,12/17/2017,A,,7,34,12.5,42.5,27,dome,sportturf,indoors,,,1,4,0,4,3,0,0,0,0,0,0,0,23,44%
14796,Brandon LaFell,WR,2017,15,CIN,MIN,12/17/2017,A,,7,34,12.5,42.5,27,dome,sportturf,indoors,,,0,0,0,0,6,2,53,0,45,0,0,0,48,92%
14797,AJ Green,WR,2017,15,CIN,MIN,12/17/2017,A,,7,34,12.5,42.5,27,dome,sportturf,indoors,,,0,0,0,0,4,2,30,0,16,0,0,0,42,81%
14799,Alex Erickson,WR,2017,15,CIN,MIN,12/17/2017,A,,7,34,12.5,42.5,27,dome,sportturf,indoors,,,0,0,0,0,2,1,11,0,11,1,0,0,13,25%
14805,Stefon Diggs,WR,2017,15,MIN,CIN,12/17/2017,H,,34,7,-12.5,42.5,-27,dome,sportturf,indoors,,,1,7,0,7,6,5,30,1,20,0,0,0,44,68%
14806,Adam Thielen,WR,2017,15,MIN,CIN,12/17/2017,H,,34,7,-12.5,42.5,-27,dome,sportturf,indoors,,,0,0,0,0,5,3,30,0,21,0,0,0,54,83%
14808,Jarius Wright,WR,2017,15,MIN,CIN,12/17/2017,H,,34,7,-12.5,42.5,-27,dome,sportturf,indoors,,,0,0,0,0,1,1,11,0,11,0,0,0,15,23%
14810,Michael Floyd,WR,2017,15,MIN,CIN,12/17/2017,H,,34,7,-12.5,42.5,-27,dome,sportturf,indoors,,,0,0,0,0,1,0,0,0,0,0,0,0,14,22%
14814,DeAndre Hopkins,WR,2017,15,HOU,JAX,12/17/2017,A,,7,45,10.5,39,38,outdoors,grass ,"72 degrees, wind 5 mph",72,5,0,0,0,0,13,4,80,1,40,0,0,0,53,93%
14815,Will Fuller,WR,2017,15,HOU,JAX,12/17/2017,A,,7,45,10.5,39,38,outdoors,grass ,"72 degrees, wind 5 mph",72,5,0,0,0,0,5,5,44,0,15,0,0,0,54,95%
14817,DeAndrew White,WR,2017,15,HOU,JAX,12/17/2017,A,,7,45,10.5,39,38,outdoors,grass ,"72 degrees, wind 5 mph",72,5,0,0,0,0,1,0,0,0,0,0,0,0,41,72%
14818,Cobi Hamilton,WR,2017,15,HOU,JAX,12/17/2017,A,,7,45,10.5,39,38,outdoors,grass ,"72 degrees, wind 5 mph",72,5,0,0,0,0,1,0,0,0,0,0,0,0,3,5%
14820,Chris Thompson,WR,2017,15,HOU,JAX,12/17/2017,A,,7,45,10.5,39,38,outdoors,grass ,"72 degrees, wind 5 mph",72,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5%
14826,Keelan Cole,WR,2017,15,JAX,HOU,12/17/2017,H,,45,7,-10.5,39,-38,outdoors,grass ,"72 degrees, wind 5 mph",72,5,0,0,0,0,9,7,186,1,73,0,0,0,51,73%
14827,Jaydon Mickens,WR,2017,15,JAX,HOU,12/17/2017,H,,45,7,-10.5,39,-38,outdoors,grass ,"72 degrees, wind 5 mph",72,5,0,0,0,0,5,4,61,2,41,0,0,0,29,41%
14828,Dede Westbrook,WR,2017,15,JAX,HOU,12/17/2017,H,,45,7,-10.5,39,-38,outdoors,grass ,"72 degrees, wind 5 mph",72,5,0,0,0,0,2,2,21,0,14,0,0,0,55,79%
14838,Mike Wallace,WR,2017,15,BAL,CLE,12/17/2017,A,,27,10,-6.5,42,-17,outdoors,grass ,"36 degrees, no wind",36,0,0,0,0,0,10,6,89,0,30,0,0,0,48,63%
14840,Jeremy Maclin,WR,2017,15,BAL,CLE,12/17/2017,A,,27,10,-6.5,42,-17,outdoors,grass ,"36 degrees, no wind",36,0,0,0,0,0,1,1,22,0,22,0,0,0,5,7%
14841,Michael Campanaro,WR,2017,15,BAL,CLE,12/17/2017,A,,27,10,-6.5,42,-17,outdoors,grass ,"36 degrees, no wind",36,0,0,0,0,0,1,1,17,0,17,0,0,0,31,41%
14842,Breshad Perriman,WR,2017,15,BAL,CLE,12/17/2017,A,,27,10,-6.5,42,-17,outdoors,grass ,"36 degrees, no wind",36,0,0,0,0,0,2,1,9,0,9,0,0,0,29,38%
14844,Chris Moore,WR,2017,15,BAL,CLE,12/17/2017,A,,27,10,-6.5,42,-17,outdoors,grass ,"36 degrees, no wind",36,0,0,0,0,0,3,0,0,0,0,0,0,0,43,57%
14848,Josh Gordon,WR,2017,15,CLE,BAL,12/17/2017,H,,10,27,6.5,42,17,outdoors,grass ,"36 degrees, no wind",36,0,0,0,0,0,10,5,47,0,18,0,0,0,54,86%
14850,Corey Coleman,WR,2017,15,CLE,BAL,12/17/2017,H,,10,27,6.5,42,17,outdoors,grass ,"36 degrees, no wind",36,0,0,0,0,0,4,1,16,0,16,0,0,0,50,79%
14851,Rashard Higgins,WR,2017,15,CLE,BAL,12/17/2017,H,,10,27,6.5,42,17,outdoors,grass ,"36 degrees, no wind",36,0,0,0,0,0,2,2,10,0,5,0,0,0,51,81%
14852,Sammie Coates,WR,2017,15,CLE,BAL,12/17/2017,H,,10,27,6.5,42,17,outdoors,grass ,"36 degrees, no wind",36,0,0,0,0,0,1,1,8,0,8,0,0,0,6,10%
14854,Ricardo Louis,WR,2017,15,CLE,BAL,12/17/2017,H,,10,27,6.5,42,17,outdoors,grass ,"36 degrees, no wind",36,0,0,0,0,0,1,0,0,0,0,0,0,0,9,14%
14858,Randall Cobb,WR,2017,15,GNB,CAR,12/17/2017,A,,24,31,3,46.5,7,outdoors,grass ,"51 degrees, wind 5 mph",51,5,0,0,0,0,14,7,84,1,33,0,0,0,67,97%
14860,Davante Adams,WR,2017,15,GNB,CAR,12/17/2017,A,,24,31,3,46.5,7,outdoors,grass ,"51 degrees, wind 5 mph",51,5,0,0,0,0,7,5,57,1,13,0,0,0,27,39%
14861,Geronimo Allison,WR,2017,15,GNB,CAR,12/17/2017,A,,24,31,3,46.5,7,outdoors,grass ,"51 degrees, wind 5 mph",51,5,0,0,0,0,8,5,33,0,10,1,1,0,45,65%
14862,Jordy Nelson,WR,2017,15,GNB,CAR,12/17/2017,A,,24,31,3,46.5,7,outdoors,grass ,"51 degrees, wind 5 mph",51,5,0,0,0,0,6,3,28,0,17,0,0,0,69,100%
14864,Trevor Davis,WR,2017,15,GNB,CAR,12/17/2017,A,,24,31,3,46.5,7,outdoors,grass ,"51 degrees, wind 5 mph",51,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1%
14870,Damiere Byrd,WR,2017,15,CAR,GNB,12/17/2017,H,,31,24,-3,46.5,-7,outdoors,grass ,"51 degrees, wind 5 mph",51,5,0,0,0,0,4,3,25,2,13,0,0,0,47,66%
14871,Devin Funchess,WR,2017,15,CAR,GNB,12/17/2017,H,,31,24,-3,46.5,-7,outdoors,grass ,"51 degrees, wind 5 mph",51,5,0,0,0,0,4,1,19,0,19,0,0,0,60,85%
14872,Kaelin Clay,WR,2017,15,CAR,GNB,12/17/2017,H,,31,24,-3,46.5,-7,outdoors,grass ,"51 degrees, wind 5 mph",51,5,0,0,0,0,2,0,0,0,0,0,0,0,5,7%
14876,JJ Nelson,WR,2017,15,ARI,WAS,12/17/2017,A,,15,20,4,40,5,outdoors,grass ,"50 degrees, wind 1 mph",50,1,1,7,0,7,3,1,46,0,46,0,0,0,57,70%
14877,Larry Fitzgerald,WR,2017,15,ARI,WAS,12/17/2017,A,,15,20,4,40,5,outdoors,grass ,"50 degrees, wind 1 mph",50,1,0,0,0,0,10,5,60,0,25,0,0,0,81,99%
14881,Jaron Brown,WR,2017,15,ARI,WAS,12/17/2017,A,,15,20,4,40,5,outdoors,grass ,"50 degrees, wind 1 mph",50,1,0,0,0,0,3,1,9,0,9,0,0,0,65,79%
14883,Brittan Golden,WR,2017,15,ARI,WAS,12/17/2017,A,,15,20,4,40,5,outdoors,grass ,"50 degrees, wind 1 mph",50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
14888,Jamison Crowder,WR,2017,15,WAS,ARI,12/17/2017,H,,20,15,-4,40,-5,outdoors,grass ,"50 degrees, wind 1 mph",50,1,0,0,0,0,7,5,55,1,24,0,0,0,36,71%
14889,Ryan Grant,WR,2017,15,WAS,ARI,12/17/2017,H,,20,15,-4,40,-5,outdoors,grass ,"50 degrees, wind 1 mph",50,1,0,0,0,0,3,2,20,0,15,0,0,0,44,86%
14892,Josh Doctson,WR,2017,15,WAS,ARI,12/17/2017,H,,20,15,-4,40,-5,outdoors,grass ,"50 degrees, wind 1 mph",50,1,1,-14,0,-14,4,2,16,0,14,0,0,0,50,98%
14893,Maurice Harris,WR,2017,15,WAS,ARI,12/17/2017,H,,20,15,-4,40,-5,outdoors,grass ,"50 degrees, wind 1 mph",50,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6%
14896,Jakeem Grant,WR,2017,15,MIA,BUF,12/17/2017,A,,16,24,3.5,39.5,8,outdoors,a_turf,"22 degrees, wind 8 mph",22,8,1,7,0,7,1,1,13,0,13,0,0,0,5,7%
14898,Jarvis Landry,WR,2017,15,MIA,BUF,12/17/2017,A,,16,24,3.5,39.5,8,outdoors,a_turf,"22 degrees, wind 8 mph",22,8,0,0,0,0,13,10,99,0,17,0,0,0,69,93%
14899,DeVante Parker,WR,2017,15,MIA,BUF,12/17/2017,A,,16,24,3.5,39.5,8,outdoors,a_turf,"22 degrees, wind 8 mph",22,8,0,0,0,0,12,6,89,0,36,0,0,0,63,85%
14902,Kenny Stills,WR,2017,15,MIA,BUF,12/17/2017,A,,16,24,3.5,39.5,8,outdoors,a_turf,"22 degrees, wind 8 mph",22,8,0,0,0,0,6,1,8,0,8,0,0,0,63,85%
14908,Brandon Tate,WR,2017,15,BUF,MIA,12/17/2017,H,,24,16,-3.5,39.5,-8,outdoors,a_turf,"22 degrees, wind 8 mph",22,8,0,0,0,0,1,1,21,0,21,0,0,0,4,6%
14909,Kelvin Benjamin,WR,2017,15,BUF,MIA,12/17/2017,H,,24,16,-3.5,39.5,-8,outdoors,a_turf,"22 degrees, wind 8 mph",22,8,0,0,0,0,2,2,20,0,13,0,0,0,37,60%
14910,Deonte Thompson,WR,2017,15,BUF,MIA,12/17/2017,H,,24,16,-3.5,39.5,-8,outdoors,a_turf,"22 degrees, wind 8 mph",22,8,0,0,0,0,4,1,16,0,16,0,0,0,44,71%
14912,Zay Jones,WR,2017,15,BUF,MIA,12/17/2017,H,,24,16,-3.5,39.5,-8,outdoors,a_turf,"22 degrees, wind 8 mph",22,8,0,0,0,0,2,0,0,0,0,0,0,0,44,71%
14917,Tavon Austin,WR,2017,15,LAR,SEA,12/17/2017,A,,42,7,-1,47.5,-35,outdoors,fieldturf ,"47 degrees, wind 15 mph",47,15,10,44,0,18,0,0,0,0,0,0,0,0,14,21%
14918,Robert Woods,WR,2017,15,LAR,SEA,12/17/2017,A,,42,7,-1,47.5,-35,outdoors,fieldturf ,"47 degrees, wind 15 mph",47,15,0,0,0,0,7,6,45,1,14,0,0,0,51,75%
14919,Cooper Kupp,WR,2017,15,LAR,SEA,12/17/2017,A,,42,7,-1,47.5,-35,outdoors,fieldturf ,"47 degrees, wind 15 mph",47,15,0,0,0,0,3,2,21,0,15,0,0,0,49,72%
14920,Sammy Watkins,WR,2017,15,LAR,SEA,12/17/2017,A,,42,7,-1,47.5,-35,outdoors,fieldturf ,"47 degrees, wind 15 mph",47,15,0,0,0,0,5,2,14,0,7,0,0,0,51,75%
14924,Pharoh Cooper,WR,2017,15,LAR,SEA,12/17/2017,A,,42,7,-1,47.5,-35,outdoors,fieldturf ,"47 degrees, wind 15 mph",47,15,0,0,0,0,0,0,0,0,0,0,0,0,15,22%
14926,JD McKissic,WR,2017,15,SEA,LAR,12/17/2017,H,,7,42,1,47.5,35,outdoors,fieldturf ,"47 degrees, wind 15 mph",47,15,6,20,0,5,4,3,38,0,26,0,0,0,35,64%
14929,Tanner McEvoy,WR,2017,15,SEA,LAR,12/17/2017,H,,7,42,1,47.5,35,outdoors,fieldturf ,"47 degrees, wind 15 mph",47,15,0,0,0,0,1,1,19,0,19,1,1,0,11,20%
14930,Paul Richardson,WR,2017,15,SEA,LAR,12/17/2017,H,,7,42,1,47.5,35,outdoors,fieldturf ,"47 degrees, wind 15 mph",47,15,0,0,0,0,7,2,18,0,11,0,0,0,45,82%
14931,Amara Darboh,WR,2017,15,SEA,LAR,12/17/2017,H,,7,42,1,47.5,35,outdoors,fieldturf ,"47 degrees, wind 15 mph",47,15,0,0,0,0,1,1,8,0,8,0,0,0,10,18%
14932,Tyler Lockett,WR,2017,15,SEA,LAR,12/17/2017,H,,7,42,1,47.5,35,outdoors,fieldturf ,"47 degrees, wind 15 mph",47,15,0,0,0,0,3,2,8,0,4,0,0,0,40,73%
14933,Doug Baldwin,WR,2017,15,SEA,LAR,12/17/2017,H,,7,42,1,47.5,35,outdoors,fieldturf ,"47 degrees, wind 15 mph",47,15,0,0,0,0,4,1,6,0,6,0,0,0,46,84%
14939,Brandin Cooks,WR,2017,15,NWE,PIT,12/17/2017,A,,27,24,-2.5,52.5,-3,outdoors,grass ,"42 degrees, wind 4 mph",42,4,0,0,0,0,7,4,60,1,43,0,0,0,56,95%
14940,Danny Amendola,WR,2017,15,NWE,PIT,12/17/2017,A,,27,24,-2.5,52.5,-3,outdoors,grass ,"42 degrees, wind 4 mph",42,4,0,0,0,0,4,2,23,0,12,0,0,0,37,63%
14943,Kenny Britt,WR,2017,15,NWE,PIT,12/17/2017,A,,27,24,-2.5,52.5,-3,outdoors,grass ,"42 degrees, wind 4 mph",42,4,0,0,0,0,1,1,7,0,7,0,0,0,2,3%
14944,Phillip Dorsett,WR,2017,15,NWE,PIT,12/17/2017,A,,27,24,-2.5,52.5,-3,outdoors,grass ,"42 degrees, wind 4 mph",42,4,0,0,0,0,1,1,4,0,4,0,0,0,25,42%
14951,JuJu Smith-Schuster,WR,2017,15,PIT,NWE,12/17/2017,H,,24,27,2.5,52.5,3,outdoors,grass ,"42 degrees, wind 4 mph",42,4,0,0,0,0,6,6,114,0,69,0,0,0,65,98%
14952,Martavis Bryant,WR,2017,15,PIT,NWE,12/17/2017,H,,24,27,2.5,52.5,3,outdoors,grass ,"42 degrees, wind 4 mph",42,4,0,0,0,0,6,4,59,1,39,0,0,0,35,53%
14953,Antonio Brown,WR,2017,15,PIT,NWE,12/17/2017,H,,24,27,2.5,52.5,3,outdoors,grass ,"42 degrees, wind 4 mph",42,4,0,0,0,0,3,2,24,0,19,0,0,0,21,32%
14954,Eli Rogers,WR,2017,15,PIT,NWE,12/17/2017,H,,24,27,2.5,52.5,3,outdoors,grass ,"42 degrees, wind 4 mph",42,4,0,0,0,0,2,1,18,1,18,0,0,0,25,38%
14957,Darrius Heyward-Bey,WR,2017,15,PIT,NWE,12/17/2017,H,,24,27,2.5,52.5,3,outdoors,grass ,"42 degrees, wind 4 mph",42,4,0,0,0,0,1,1,3,0,3,0,0,0,31,47%
14961,Taywan Taylor,WR,2017,15,TEN,SFO,12/17/2017,A,,23,25,49,44.5,2,outdoors,grass,"65 degrees, wind 17 mph",65,17,1,8,0,8,0,0,0,0,0,0,0,0,4,6%
14962,Rishard Matthews,WR,2017,15,TEN,SFO,12/17/2017,A,,23,25,49,44.5,2,outdoors,grass,"65 degrees, wind 17 mph",65,17,0,0,0,0,8,6,95,1,25,0,0,0,57,90%
14963,Eric Decker,WR,2017,15,TEN,SFO,12/17/2017,A,,23,25,49,44.5,2,outdoors,grass,"65 degrees, wind 17 mph",65,17,0,0,0,0,5,5,63,0,17,0,0,0,54,86%
14965,Corey Davis,WR,2017,15,TEN,SFO,12/17/2017,A,,23,25,49,44.5,2,outdoors,grass,"65 degrees, wind 17 mph",65,17,0,0,0,0,5,3,28,0,13,0,0,0,54,86%
14971,Marquise Goodwin,WR,2017,15,SFO,TEN,12/17/2017,H,,25,23,-49,44.5,-2,outdoors,grass,"65 degrees, wind 17 mph",65,17,1,10,0,10,13,10,114,0,18,0,0,0,63,90%
14972,Kendrick Bourne,WR,2017,15,SFO,TEN,12/17/2017,H,,25,23,-49,44.5,-2,outdoors,grass,"65 degrees, wind 17 mph",65,17,0,0,0,0,6,4,85,0,54,0,0,0,31,44%
14975,Trent Taylor,WR,2017,15,SFO,TEN,12/17/2017,H,,25,23,-49,44.5,-2,outdoors,grass,"65 degrees, wind 17 mph",65,17,0,0,0,0,5,4,40,0,17,0,0,0,34,49%
